Statement,Label,Subject,Speaker
It has been 269 days since (Hillary) Clinton has held a press conference.,TRUE,candidates-biography,donald-trump
Says he was the first local official to endorse Barack Obama,FALSE,elections,ed-fitzgerald
About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,FALSE,state-budget,ted-strickland
"Says that under President John F. Kennedy, government took up 27 percent of the economy, and today it consumes 37 percent.",TRUE,"economy,federal-budget,history",mitt-romney
President Obama has stopped using the phrase war on terror.,TRUE,"homeland-security,terrorism",tim-pawlenty
We have no regulation of drones in the United States in their commercial use.,FALSE,"government-regulation,privacy,market-regulation",dianne-feinstein
"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.",TRUE,economy,competitive-enterprise-institute
"The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost, since the stimulus bill was signed.",TRUE,jobs,george-allen
"After the debate that we had last week, PolitiFact came out and said that everything I said was true.",FALSE,candidates-biography,michele-bachmann
"A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.",TRUE,"corrections-and-updates,deficit,health-care,medicare",bob-corker
"We have cut crime across every single zone in the city of Atlanta by between 10 percent and 16 percent, depending on the zone.",TRUE,crime,kasim-reed
Theres talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.,FALSE,retirement,william-howell
More than half of last years U.S. college graduates are unemployed or underemployed.,TRUE,"education,jobs",don-gaetz
"Opinion polls show that the majority of Americans, and the majority of New Jerseyans, favor marriage equality for same sex couples.",TRUE,"gays-and-lesbians,marriage",reed-gusciora
"832,000 people lost their job while (Charlie Crist was)governor.",TRUE,"economy,jobs",rick-scott
AIG insures the pension trust of the United States Congress!,FALSE,"corporations,federal-budget,retirement",chain-email
Medicaid is close to 30 percent of the state budget and the biggest expenditure at the state.,TRUE,"medicaid,state-budget",florida-chamber-commerce
Says President Barack Obama is responsible for pending defense cuts.,TRUE,"corrections-and-updates,federal-budget,message-machine-2012,military",mitt-romney
Says opponent Tammy Baldwin has had not one positive ad in the campaign for U.S. Senate.,TRUE,"elections,campaign-advertising",tommy-thompson
"Barack Obama said he would debate 'anywhere, anytime' but has rejected joint town hall meetings.",TRUE,elections,john-mccain
I didn't campaign on a public option.,FALSE,"elections,health-care",barack-obama
More than half of all drivers licenses issued in California this year have gone to illegal aliens.,TRUE,"immigration,transportation",numbers-usa
"We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.",TRUE,Alcohol,bill-kennemer
Says Donald Trump and Marco Rubio opposed Cruzs efforts to defund Planned Parenthood.,FALSE,"abortion,federal-budget",ted-cruz
Ninety percent of the job growth in Virginia has been in the private sector.,TRUE,"economy,jobs",bob-mcdonnell
Californians consume 40 percent less energy per person than the national average,TRUE,"energy,environment",barack-obama
Rhode Island has the worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.,TRUE,"state-budget,state-finances,transportation",michael-chippendale
The city of Richmond built the second richest team in the NFL a $14 million stadium.,TRUE,city-government,joe-morrissey
A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,TRUE,criminal-justice,city-atlanta
On whether he would put a missile shield in Poland.,TRUE,foreign-policy,barack-obama
"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them.",FALSE,"jobs,state-finances,tourism,transportation",mike-tate
Says Russ Feingold cast the deciding vote for the largest tax increase in history,FALSE,"history,job-accomplishments,taxes",national-republican-senatorial-committee
"Washington, D.C., now has greater population than Wyoming and Vermont, more active duty military than 29 states, more tax revenue than 29 states (and) a larger domestic product than 27 states.",TRUE,elections,facebook-posts
Says signers of recall petitions against Wisconsin Gov. Scott Walker are at risk because of newly discovered provisions in state law.,FALSE,"elections,transparency",media-trackers
"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait.",FALSE,health-care,herman-cain
Says Hillary Clinton wanted the wall.,TRUE,"candidates-biography,history,homeland-security,immigration,voting-record",donald-trump
Says Lake Erie contains more native fish than all the other Great Lakes combined.,TRUE,"environment,recreation,water",marcy-kaptur
There havent been tax cuts for the rich in Rhode Island.,FALSE,"economy,history,jobs,poverty,state-budget,state-finances,taxes,wealth",nicholas-mattiello
On a timetable to withdraw from Iraq.,TRUE,iraq,barack-obama
"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs.",TRUE,"civil-rights,elections,legal-issues",eric-holder
Cincinnati is already one of the biggest cities in the country to run 100 percent on clean energy.,TRUE,energy,hillary-clinton
Says over 50 percent of U.S. job growth in June came from Wisconsin.,FALSE,jobs,republican-party-wisconsin
Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,TRUE,"health-care,marijuana",dont-let-florida-go-pot
Kelly Ayotte has voted to defund Planned Parenthood six times.,TRUE,"abortion,congress,voting-record",maggie-hassan
"When Deborah took office, the (Sellwood Bridge) project had languished for years, with only $11 million in funds. With her leadership the remaining funding was secured that got the project moving forward.",TRUE,"county-government,elections,infrastructure",deborah-kafoury
71% of WIs roads are in poor or mediocre condition and 14% of WIs bridges are structurally deficient or functionally obsolete.,TRUE,"infrastructure,state-budget,transportation",jennifer-shilling
Hillary [Clinton] wants to raise taxes by over a trillion dollars.,TRUE,taxes,mike-pence
"We are seeing dramatic rate cuts to Medicare that will affect seniors ability to keep their doctor, hospital and prevention services.",FALSE,medicare,rick-scott
We had a press conference here that interestingly no one in the mainstream media covered.,FALSE,candidates-biography,rick-perry
"As a student at Occidental College in Los Angeles from 1979 to 1981, there were days where folks couldnt go outside. because of all the pollution in the air.",TRUE,"environment,history,public-health",barack-obama
Spanish was the first European language spoken in this country.,TRUE,"history,immigration",tim-kaine
"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",TRUE,"health-care,labor",barack-obama
"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.",TRUE,"health-care,public-health",elizabeth-cohen
St. Pete Beachs local version of Amendment 4 resulted in seemingly endless lawsuits (that) decimated the citys legal budget and forced the city to raise the property tax rate.,TRUE,"elections,florida-amendments,infrastructure",citizens-lower-taxes-and-stronger-economy
Americans now support strikes (against ISIS) but the support for ground troops is not there. The support is very thin.,TRUE,"polls,terrorism",katrina-vanden-heuvel
"In 1972, we had a 179,000 human beings in jail in this country. Today, it's 2.3-million, and 70 percent of them are black, African-American.",FALSE,crime,mike-gravel
"While she was mayor, Lois Frankel took a police helicopter ride to go to a dinner party.",TRUE,"candidates-biography,city-budget,city-government,message-machine-2012",adam-hasner
"Says Texas lawmakers agreed to cut states rainy day fund in half, spending $4 billion from current $8 billion.",FALSE,"state-budget,state-finances",michael-sullivan
Says the Senate will have a record number of female senators in 2013.,TRUE,"history,women",kay-bailey-hutchison
"We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.",TRUE,"federal-budget,history,job-accomplishments",newt-gingrich
